title,main_speaker,film_date,tags
"A master architect asks, Now what?",Frank Gehry,2002-02-28T00:00:00Z,"['architecture', 'business', 'creativity', 'culture', 'design', 'interview', 'invention']"
"""Tembererana""",Raul Midon,2007-03-03T00:00:00Z,"['culture', 'entertainment', 'guitar', 'live music', 'music', 'performance', 'singer', 'technology']"
"Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,2002-02-02T00:00:00Z,"['MacArthur grant', 'activism', 'children', 'cities', 'culture', 'live music', 'philanthropy']"
The life-long learner,Bernie Dunlap,2007-03-03T00:00:00Z,"['culture', 'education', 'entertainment', 'library', 'literature', 'race', 'storytelling']"
The music wars,David Pogue,2007-03-03T00:00:00Z,"['entertainment', 'humor', 'music', 'technology']"
An unusual glimpse at celebrity,Alison Jackson,2005-07-07T00:00:00Z,"['art', 'culture', 'entertainment', 'photography']"
TED's nonprofit transition,Chris Anderson,2002-02-02T00:00:00Z,"['business', 'community', 'culture', 'global issues', 'philanthropy', 'philosophy', 'technology']"
The idea behind Zipcar (and what comes next),Robin Chase,2007-03-03T00:00:00Z,"['business', 'cars', 'cities', 'technology', 'transportation']"
A song of the city,Jaime Lerner,2007-03-03T00:00:00Z,"['Brazil', 'South America', 'cities', 'culture', 'design', 'green', 'humor', 'infrastructure', 'sustainability', 'transportation']"
An illustrated journey through Rome,David Macaulay,2002-02-02T00:00:00Z,"['MacArthur grant', 'ancient world', 'art', 'books', 'cities', 'communication', 'culture', 'design', 'humor']"
A plant's-eye view,Michael Pollan,2007-03-03T00:00:00Z,"['animals', 'bees', 'business', 'culture', 'ecology', 'evolution', 'food', 'garden', 'global issues', 'plants', 'science']"
The new power of collaboration,Howard Rheingold,2005-02-02T00:00:00Z,"['business', 'collaboration', 'communication', 'community', 'culture', 'global issues', 'humanity', 'wikipedia']"
The untouchable music of the theremin,Pamelia Kurstin,2002-02-02T00:00:00Z,"['live music', 'music', 'performance', 'technology']"
The story of Project Orion,George Dyson,2002-02-02T00:00:00Z,"['NASA', 'Planets', 'future', 'history', 'physics', 'rocket science', 'science', 'space', 'storytelling', 'technology']"
Building uniqueness,Moshe Safdie,2002-03-03T00:00:00Z,"['architecture', 'cities', 'collaboration', 'creativity', 'design', 'museums', 'visualizations']"
The Jill and Julia Show,Jill Sobule + Julia Sweeney,2007-03-03T00:00:00Z,"['collaboration', 'comedy', 'entertainment', 'guitar', 'humor', 'singer', 'storytelling']"
Juggle and jest,Raspyni Brothers,2002-02-02T00:00:00Z,"['collaboration', 'entertainment', 'humor', 'physics']"
A parable for Kenya,Joseph Lekuton,2007-06-06T00:00:00Z,"['Africa', 'collaboration', 'culture', 'global issues', 'politics']"
Model rocketry,Steve Jurvetson,2007-03-03T00:00:00Z,"['TED Brain Trust', 'children', 'design', 'entertainment', 'parenting', 'photography', 'rocket science', 'space', 'toy']"
A preview of the WorldWide Telescope,Roy Gould + Curtis Wong,2008-02-27T00:00:00Z,"['astronomy', 'collaboration', 'demo', 'science', 'technology', 'telescopes', 'universe']"
A powerful idea about ideas,Alan Kay,2007-03-03T00:00:00Z,"['children', 'collaboration', 'computers', 'design', 'technology']"
On the verge of creating synthetic life,Craig Venter,2008-02-28T00:00:00Z,"['alternative energy', 'creativity', 'energy', 'genetics', 'global issues', 'invention', 'science', 'technology']"
"5 predictions, from 1984",Nicholas Negroponte,1984-02-02T00:00:00Z,"['demo', 'design', 'entertainment', 'future', 'interface design', 'media', 'movies', 'technology']"
My stroke of insight,Jill Bolte Taylor,2008-02-27T00:00:00Z,"['biology', 'brain', 'consciousness', 'global issues', 'illness', 'science']"
My days as a young rebel,Frank Gehry,1990-03-03T00:00:00Z,"['architecture', 'collaboration', 'design', 'global issues', 'technology']"
My wish: Once Upon a School,Dave Eggers,2008-02-28T00:00:00Z,"['TED Prize', 'activism', 'children', 'collaboration', 'culture', 'design', 'education', 'entertainment', 'global issues', 'teaching', 'writing']"
My wish: The Charter for Compassion,Karen Armstrong,2008-02-28T00:00:00Z,"['TED Prize', 'collaboration', 'faith', 'global issues', 'religion']"
My wish: Find the next Einstein in Africa,Neil Turok,2008-02-28T00:00:00Z,"['Africa', 'TED Prize', 'education', 'math', 'physics', 'science', 'technology']"
My green agenda for architecture,Norman Foster,2007-01-01T00:00:00Z,"['architecture', 'cities', 'green']"
A look inside the brain in real time,Christopher deCharms,2008-02-29T00:00:00Z,"['biology', 'brain', 'business', 'demo', 'medicine', 'science', 'technology', 'visualizations']"
The call to learn,Clifford Stoll,2006-02-28T00:00:00Z,"['culture', 'education', 'science', 'technology', 'web']"
"""M'Bifo""",Rokia Traore,2007-06-06T00:00:00Z,"['Africa', 'entertainment', 'guitar', 'live music', 'music', 'performance']"
The search for the true face of Leonardo,Siegfried Woldhek,2008-02-29T00:00:00Z,"['art', 'demo', 'design', 'entertainment', 'history', 'technology']"
Sputnik mania,David Hoffman,2007-03-03T00:00:00Z,"['education', 'history', 'math', 'science', 'space', 'technology', 'war']"
A new kind of music video,Jakob Trollback,2007-03-03T00:00:00Z,"['animation', 'art', 'demo', 'design', 'entertainment', 'film', 'music', 'online video', 'visualizations']"
Questioning the universe,Stephen Hawking,2008-02-27T00:00:00Z,"['String theory', 'evolution', 'math', 'physics', 'science', 'time', 'universe']"
New thinking on the climate crisis,Al Gore,2008-03-03T00:00:00Z,"['activism', 'climate change', 'global issues', 'science']"
Free or cheap Wii Remote hacks,Johnny Lee,2008-02-28T00:00:00Z,"['business', 'demo', 'design', 'education', 'entertainment', 'gaming', 'hack', 'technology']"
Inventing instruments that unlock new music,Tod Machover + Dan Ellsey,2008-03-03T00:00:00Z,"['creativity', 'demo', 'design', 'entertainment', 'health care', 'live music', 'music', 'technology', 'writing']"
The new open-source economics,Yochai Benkler,2005-07-07T00:00:00Z,"['Google', 'business', 'collaboration', 'economics', 'law', 'social change', 'technology', 'wikipedia']"
World-class health care,Ernest Madu,2007-06-06T00:00:00Z,"['Africa', 'activism', 'global development', 'global issues', 'health', 'health care', 'heart health', 'public health', 'science']"
Where does creativity hide?,Amy Tan,2008-02-02T00:00:00Z,"['culture', 'entertainment', 'storytelling', 'writing']"
Making sense of string theory,Brian Greene,2005-02-02T00:00:00Z,"['String theory', 'TED Brain Trust', 'physics', 'science', 'universe']"
CERN's supercollider,Brian Cox,2008-03-03T00:00:00Z,"['String theory', 'big bang', 'education', 'physics', 'science', 'technology']"
Wake up! It's They Might Be Giants!,They Might Be Giants,2007-03-03T00:00:00Z,"['entertainment', 'humor', 'live music', 'music', 'performance']"
The thinking behind 50x15,Hector Ruiz,2007-06-06T00:00:00Z,"['Africa', 'education', 'global issues', 'philanthropy', 'technology']"
6 ways mushrooms can save the world,Paul Stamets,2008-03-03T00:00:00Z,"['biology', 'design', 'food', 'global issues', 'pollution', 'science', 'technology']"
Can we domesticate germs?,Paul Ewald,2007-03-03T00:00:00Z,"['bacteria', 'biology', 'disease', 'evolution', 'global issues', 'health', 'illness', 'medicine', 'microbiology', 'science']"
Juggling as art ... and science,Michael Moschen,2002-03-03T00:00:00Z,"['MacArthur grant', 'dance', 'entertainment', 'math', 'music', 'physics', 'sports']"
A thought experiment on the intelligence of crows,Joshua Klein,2008-03-03T00:00:00Z,"['animals', 'design', 'hack', 'intelligence', 'interface design', 'technology']"
How the news distorts our worldview,Alisa Miller,2008-03-03T00:00:00Z,"['Google', 'business', 'economics', 'entertainment', 'global issues', 'media', 'news']"
What's wrong with what we eat,Mark Bittman,2007-12-12T00:00:00Z,"['environment', 'food', 'green', 'obesity', 'sustainability']"
The astonishing hidden world of the deep ocean,Robert Ballard,2008-02-29T00:00:00Z,"['adventure', 'animals', 'biodiversity', 'education', 'exploration', 'fish', 'oceans', 'science', 'submarine']"
Designing objects that tell stories,Yves Behar,2008-02-29T00:00:00Z,"['business', 'computers', 'creativity', 'design', 'sex', 'society']"
Moving sculpture,Arthur Ganson,2004-03-03T00:00:00Z,"['art', 'design', 'engineering', 'entertainment', 'humor', 'philosophy']"
A hospital tour in Nigeria,Seyi Oyesola,2007-06-06T00:00:00Z,"['activism', 'design', 'health', 'health care', 'invention', 'public health', 'technology']"
"The ""bottom billion""",Paul Collier,2008-03-03T00:00:00Z,"['Africa', 'activism', 'business', 'economics', 'global development', 'global issues', 'inequality', 'politics', 'poverty']"
"Memes and ""temes""",Susan Blackmore,2008-02-29T00:00:00Z,"['brain', 'culture', 'design', 'evolution', 'meme', 'technology']"
"Archeology, animal photography, BBQ ...",Nathan Myhrvold,2007-03-03T00:00:00Z,"['TED Brain Trust', 'animals', 'archaeology', 'dinosaurs', 'entertainment', 'exploration', 'fish', 'humor', 'photography']"
"""Kounandi""",Rokia Traore,2007-06-06T00:00:00Z,"['Africa', 'guitar', 'live music', 'music', 'singer']"
The worldwide web of belief and ritual,Wade Davis,2008-02-02T00:00:00Z,"['anthropology', 'beauty', 'culture', 'faith', 'global issues', 'photography', 'religion']"
The ancestor of language,Murray Gell-Mann,2007-03-03T00:00:00Z,"['culture', 'global issues', 'history', 'language', 'physics']"
The birth of the computer,George Dyson,2003-03-03T00:00:00Z,"['computers', 'engineering', 'history', 'library', 'military', 'science', 'software', 'technology']"
Turning powerful stats into art,Chris Jordan,2008-02-02T00:00:00Z,"['art', 'beauty', 'business', 'culture', 'photography', 'plastic', 'statistics']"
Your genes are not your fate,Dean Ornish,2008-03-03T00:00:00Z,"['aging', 'genetics', 'health', 'health care', 'medicine', 'science']"
Robots inspired by cockroach ingenuity,Robert Full,2002-02-02T00:00:00Z,"['animals', 'design', 'evolution', 'robots', 'science', 'technology', 'transportation']"
A mobile fridge for vaccines,Adam Grosser,2007-02-02T00:00:00Z,"['Vaccines', 'design', 'food', 'global issues', 'invention', 'medicine', 'technology']"
Surprising stats about child carseats,Steven Levitt,2005-07-12T00:00:00Z,"['business', 'cars', 'culture', 'economics', 'parenting', 'statistics', 'transportation']"
The transformative power of classical music,Benjamin Zander,2008-02-02T00:00:00Z,"['conducting', 'creativity', 'culture', 'entertainment', 'live music', 'music', 'performance']"
"One Laptop per Child, two years on",Nicholas Negroponte,2007-12-12T00:00:00Z,"['activism', 'computers', 'design', 'technology']"
"""Clonie""",Nellie McKay,2008-02-29T00:00:00Z,"['culture', 'entertainment', 'genetics', 'live music', 'piano', 'science', 'singer']"
"A performance with breath, music, passion",Sxip Shirey + Rachelle Garniez,2008-02-12T00:00:00Z,"['entertainment', 'live music', 'music']"
Stephen Hawking's zero g flight,Peter Diamandis,2008-02-02T00:00:00Z,"['business', 'flight', 'science', 'space', 'technology', 'universe']"
The story of a girl,Rick Smolan,2007-12-12T00:00:00Z,"['art', 'children', 'family', 'global issues', 'media', 'photography', 'storytelling']"
"""Peace on Earth""",Raul Midon,2007-03-03T00:00:00Z,"['entertainment', 'guitar', 'live music', 'music', 'peace', 'performance', 'singer', 'storytelling']"
A hero of the Congo forest,Corneille Ewango,2007-06-06T00:00:00Z,"['Africa', 'activism', 'animals', 'biodiversity', 'ecology', 'trees', 'war']"
Animate characters by evolving them,Torsten Reil,2003-03-03T00:00:00Z,"['animals', 'animation', 'biomechanics', 'demo', 'design', 'entertainment', 'gaming', 'technology', 'virtual reality']"
What happens when you lose everything,David Hoffman,2008-02-02T00:00:00Z,"['culture', 'film', 'library', 'movies', 'personal growth', 'storytelling']"
Institutions vs. collaboration,Clay Shirky,2005-07-01T00:00:00Z,"['business', 'cognitive science', 'collaboration', 'culture', 'social change', 'society', 'technology']"
"""Mother of Pearl,"" ""If I Had You""",Nellie McKay,2008-02-02T00:00:00Z,"['entertainment', 'humor', 'live music', 'love', 'music', 'performance', 'piano', 'women']"
Let's look for life in the outer solar system,Freeman Dyson,2003-02-02T00:00:00Z,"['Planets', 'astrobiology', 'astronomy', 'biotech', 'exploration', 'extraterrestrial life', 'physics', 'science', 'technology', 'universe']"
The brain in love,Helen Fisher,2008-02-02T00:00:00Z,"['brain', 'cognitive science', 'culture', 'literature', 'love', 'poetry', 'psychology', 'relationships', 'science', 'technology']"
On technology and faith,Billy Graham,1998-02-02T00:00:00Z,"['Christianity', 'God', 'death', 'faith', 'religion', 'technology']"
My year of living biblically,AJ Jacobs,2007-12-02T00:00:00Z,"['comedy', 'culture', 'entertainment', 'humanity', 'humor', 'religion', 'writing']"
Brain magic,Keith Barry,2004-02-02T00:00:00Z,"['brain', 'entertainment', 'illusion', 'magic']"
The new era of positive psychology,Martin Seligman,2004-02-02T00:00:00Z,"['brain', 'education', 'evolutionary psychology', 'happiness', 'introvert', 'personality', 'psychology', 'science', 'technology']"
The wonder of Zulu wire art,Marisa Fick-Jordan,2007-06-06T00:00:00Z,"['Africa', 'art', 'business', 'design']"
On humanity,Chris Abani,2008-02-02T00:00:00Z,"['Africa', 'culture', 'entertainment', 'humanity', 'humor', 'literature', 'poetry', 'writing']"
A dig for humanity's origins,Louise Leakey,2008-02-02T00:00:00Z,"['Africa', 'ancient world', 'anthropology', 'apes', 'evolution', 'human origins', 'humanity', 'paleontology', 'science']"
The web as art,Jonathan Harris,2007-12-12T00:00:00Z,"['art', 'culture', 'entertainment', 'global issues', 'happiness', 'software', 'storytelling', 'web']"
A tour of modern architecture,Reed Kroloff,2003-02-02T00:00:00Z,"['architecture', 'art', 'business', 'design', 'humor']"
"The next 5,000 days of the web",Kevin Kelly,2007-12-12T00:00:00Z,"['communication', 'complexity', 'future', 'technology', 'web']"
A computer that works like the brain,Kwabena Boahen,2007-06-06T00:00:00Z,"['brain', 'complexity', 'computers', 'design', 'engineering', 'science', 'technology', 'visualizations']"
The math and magic of origami,Robert Lang,2008-02-02T00:00:00Z,"['art', 'design', 'engineering', 'math', 'origami', 'space']"
Blindfold origami and cello,Bruno Bowden + Rufus Cappadocia,2008-02-02T00:00:00Z,"['cello', 'entertainment', 'music', 'origami']"
Shedding light on dark matter,Patricia Burchat,2008-02-02T00:00:00Z,"['astronomy', 'big bang', 'dark matter', 'education', 'energy', 'physics', 'science', 'telescopes', 'time', 'universe']"
A family tree for humanity,Spencer Wells,2007-06-06T00:00:00Z,"['Africa', 'DNA', 'anthropology', 'culture', 'evolution', 'genetics', 'race', 'science']"
How photography connects us,David Griffin,2008-02-02T00:00:00Z,"['animals', 'culture', 'design', 'entertainment', 'global issues', 'photography', 'storytelling']"
Close-up card magic with a twist,Lennart Green,2005-02-02T00:00:00Z,"['entertainment', 'humor', 'illusion', 'magic']"
Dog-friendly dog training,Ian Dunbar,2007-12-03T00:00:00Z,"['animals', 'brain', 'children', 'psychology']"
"""The Dog Song""",Nellie McKay,2008-02-02T00:00:00Z,"['animals', 'entertainment', 'live music', 'music', 'piano']"
"Great piano performances, recreated",John Q. Walker,2007-12-12T00:00:00Z,"['entertainment', 'live music', 'music', 'performance', 'piano', 'technology']"
